coating_thickness_um,coating_uniformity_cv,coating_areal_mass,coating_defect_density,calendering_density,calendering_porosity,calendering_force,slitting_edge_burr,slitting_width_accuracy,assembly_winding_tension,assembly_weld_strength,assembly_initial_resistance,fill_electrolyte_volume,fill_seal_pressure,failed_qc
80.2,0.62,22.54,0.49,3.728,28.9,6052.9,2.82,0.0208,14.91,161.3,12.32,15.6,118.2,0
79.03,0.896,21.88,0.57,3.52,29.9,5977.9,0.91,0.0249,15.1,178.4,10.69,15.077,120.3,0
77.39,0.533,22.56,1.06,3.507,27.39,5998.2,2.6,0.009,15.02,187.2,11.86,15.009,122.4,1
80.54,0.861,23.03,0.18,3.475,28.47,6120.5,2.86,0.0036,15.23,172.6,12.45,14.91,120.1,0
72.98,0.746,21.49,0.19,3.514,29.05,6121.7,6.38,0.0167,14.76,186.5,13.58,14.352,118.5,1
78.96,0.949,22.04,0.09,3.518,30.82,5999.3,2.92,0.0189,15.18,176.6,11.21,14.968,116.3,0
78.95,0.781,22.17,0.46,3.568,30.68,5850.9,3.17,0.0324,14.44,183.5,11.15,14.925,124.1,0
81.12,1.353,21.22,0.59,3.571,29.44,5881.1,2.62,0.0235,14.25,177.9,11.62,14.97,116.7,0
78.88,0.367,21.99,0.75,3.418,30.18,5879.0,2.61,0.0147,15.38,179.3,11.56,14.881,123.5,0
83.69,3.377,21.83,0.09,3.531,28.31,5915.7,1.94,0.0095,14.84,157.9,11.55,15.377,119.8,1
77.77,1.04,21.78,0.39,3.495,29.97,6023.0,1.85,0.0439,15.1,173.4,12.28,15.03,117.1,0
78.42,0.609,22.19,0.46,3.539,26.99,6004.4,2.62,0.0247,15.37,183.5,11.84,14.953,118.7,0
74.65,0.557,21.64,4.23,3.488,29.53,5936.1,1.88,0.0347,15.57,143.0,11.4,14.41,120.2,1
77.69,1.177,22.47,0.06,3.459,30.13,5980.7,2.04,0.0205,14.86,180.7,12.83,14.915,121.5,0
78.8,1.025,22.38,0.3,3.512,29.17,6180.9,2.36,0.0392,14.65,188.5,11.49,14.838,116.3,0
76.72,0.879,22.41,0.23,3.557,29.01,6005.4,2.01,0.0187,14.55,175.7,12.35,15.028,117.7,0
78.25,0.516,22.24,0.48,3.471,30.09,6011.6,2.52,0.0029,15.04,177.0,10.94,14.975,120.9,0
77.71,1.083,22.62,0.41,3.348,31.22,6115.5,1.77,0.0129,15.01,145.6,11.86,14.608,122.5,1
79.88,0.844,21.68,0.32,3.533,29.87,6086.3,3.26,0.008,14.6,184.3,10.56,14.819,117.6,0
77.72,0.665,21.75,0.57,3.475,29.68,5888.5,1.63,0.0226,14.43,177.6,10.86,15.05,120.6,0
79.31,0.857,21.94,0.06,3.483,28.31,5866.1,2.48,0.0029,15.18,192.9,10.5,15.094,121.7,0
77.7,0.764,22.13,0.34,3.526,29.07,5879.6,2.58,0.0084,15.03,177.8,12.59,15.04,121.7,0
79.36,0.518,21.93,0.02,3.57,29.54,5805.3,1.92,0.0007,15.21,177.7,11.51,14.973,119.5,0
77.7,0.97,21.97,0.49,3.441,30.23,5903.5,3.1,0.0035,15.09,187.1,11.23,14.924,115.1,0
79.45,1.178,21.18,0.18,3.507,29.99,5991.2,1.7,0.0054,15.17,189.2,11.9,15.072,118.7,0
78.86,1.08,21.98,0.33,3.458,29.25,5710.2,2.91,0.0015,14.92,177.5,11.71,15.067,115.7,0
76.69,1.182,21.83,0.42,3.492,28.4,6047.4,2.81,0.0216,14.59,182.7,10.52,15.05,121.7,0
71.79,3.058,21.55,4.07,3.519,30.01,6199.4,2.25,0.0317,15.57,181.6,12.07,14.844,124.2,1
80.12,1.338,22.3,0.33,3.531,29.61,5835.0,1.95,0.0078,15.11,180.6,11.85,14.881,122.8,0
77.44,0.503,21.81,0.26,3.478,28.25,6027.3,2.08,0.0047,14.95,179.6,12.13,15.16,121.8,0
78.99,0.935,21.77,0.14,3.514,29.54,5960.7,2.07,0.0068,14.95,172.2,11.74,14.813,119.9,0
85.13,2.347,21.46,0.0,3.573,28.57,5999.4,2.18,0.0116,15.6,183.4,12.21,14.786,122.8,1
78.51,0.793,22.22,0.19,3.469,28.71,6168.8,1.94,0.0151,15.11,184.4,11.01,15.248,115.0,0
76.63,0.936,22.67,0.24,3.544,30.76,6105.3,2.36,0.0115,14.38,176.9,11.58,15.051,122.1,0
78.5,0.833,21.91,0.4,3.487,29.33,6010.5,2.16,0.0091,14.94,191.6,12.32,15.035,122.6,0
79.86,1.166,21.31,0.51,3.509,29.98,6035.0,1.53,0.0302,14.91,182.8,11.46,15.077,119.4,0
79.9,0.868,22.42,0.58,3.534,28.71,6124.5,2.97,0.0029,14.46,174.9,11.16,14.986,126.0,1
76.71,0.543,21.88,0.45,3.502,28.58,5791.9,1.95,0.014,14.78,183.0,11.81,15.073,120.9,0
72.96,0.634,22.43,0.76,3.669,29.17,6201.9,2.07,0.0244,15.01,184.1,11.42,15.575,121.0,1
78.68,0.685,22.48,0.07,3.546,29.34,6016.1,2.15,0.0014,14.69,182.6,11.14,14.89,117.0,0
78.32,0.809,21.71,0.1,3.516,29.41,5794.8,1.93,0.032,14.74,177.6,12.43,15.117,123.7,0
79.84,0.828,21.61,0.3,3.484,30.35,6223.4,2.01,0.0353,14.59,183.9,12.05,14.79,121.0,0
74.46,0.819,21.65,0.87,3.486,31.44,5748.3,2.33,0.0286,14.88,176.4,11.05,15.055,121.4,0
78.85,0.827,21.02,0.47,3.477,29.96,6115.2,1.91,0.0187,14.8,183.9,11.84,14.828,116.0,0
76.04,0.605,22.53,0.76,3.431,29.91,6139.9,2.16,0.0083,14.46,185.8,12.09,15.15,123.7,0
78.66,0.9,21.47,0.77,3.487,30.45,6148.3,2.19,0.004,14.79,177.9,11.85,14.89,118.6,0
76.17,1.331,21.69,0.23,3.459,29.9,6147.7,2.44,0.0005,14.88,182.6,11.96,14.934,117.4,0
78.51,1.038,21.9,0.45,3.52,29.57,6049.4,1.13,0.0383,15.31,180.5,12.85,15.124,117.2,0
78.64,1.125,22.23,0.27,3.484,30.57,6093.2,2.12,0.014,14.83,178.4,11.95,15.109,123.3,0
76.0,1.24,22.37,0.13,3.452,27.99,6140.1,1.5,0.0161,15.41,187.7,12.06,15.149,122.8,0
78.41,0.543,21.65,0.49,3.467,29.92,5880.7,1.99,0.0339,14.92,181.1,11.94,14.897,118.4,0
77.16,0.737,22.28,0.27,3.486,27.7,6083.4,3.01,0.0053,15.02,194.5,11.41,14.792,118.8,0
76.77,1.16,21.98,0.39,3.54,29.65,6075.2,2.58,0.0036,15.61,190.4,11.46,14.889,121.8,0
79.46,1.012,22.35,0.05,3.524,28.78,6137.9,2.92,0.0185,15.18,181.5,11.75,14.928,117.5,0
76.07,0.899,21.28,0.39,3.505,31.05,6049.7,2.2,0.005,16.32,173.4,12.26,15.024,116.0,0
79.13,1.056,22.18,0.45,3.476,29.63,5982.5,1.97,0.0058,14.94,175.8,11.5,15.064,123.0,0
75.88,1.348,21.55,0.79,3.527,30.08,5817.2,1.67,0.0131,14.21,181.1,11.67,15.008,119.4,0
78.5,0.863,22.34,1.16,3.48,31.36,6015.3,1.96,0.0289,15.14,176.1,11.37,14.832,119.4,0
78.65,1.493,22.05,0.39,3.522,28.74,5734.6,2.26,0.0052,15.33,177.5,12.57,15.058,119.2,0
78.11,0.997,21.71,0.46,3.438,31.06,5931.5,2.14,0.0128,15.31,180.7,12.19,15.006,117.5,0
80.55,0.49,21.7,0.64,3.461,31.62,6002.0,2.21,0.006,15.26,173.0,11.52,15.26,119.8,0
77.36,1.003,21.21,0.66,3.482,31.06,5992.9,0.9,0.0579,15.47,178.7,12.53,15.078,119.6,0
77.73,0.824,21.54,0.0,3.479,30.07,6053.0,2.37,0.0156,15.35,182.9,11.71,14.945,119.9,0
79.66,1.103,22.24,0.49,3.544,29.02,5887.2,1.93,0.0057,15.22,184.4,11.36,14.982,121.0,0
78.12,0.481,21.26,0.18,3.442,30.27,5949.3,2.09,0.0222,15.1,185.3,12.23,14.845,120.4,0
80.3,1.521,22.46,2.59,3.526,31.74,6260.5,5.75,0.0566,15.64,180.9,15.27,15.175,123.0,0
79.31,1.029,22.12,0.84,3.569,30.43,5933.5,2.73,0.0039,15.63,185.4,11.58,15.03,118.5,0
79.39,1.036,21.9,0.05,3.545,29.47,6249.3,2.83,0.0185,14.72,181.6,12.63,14.955,118.9,0
78.56,0.859,22.23,3.51,3.492,29.44,6096.6,5.92,0.0024,15.3,189.6,12.42,14.401,120.5,1
79.1,1.122,22.69,0.81,3.543,30.02,5897.4,2.57,0.0209,14.92,180.3,11.34,14.789,119.9,0
78.22,0.423,22.2,0.24,3.426,29.51,5894.4,1.61,0.0011,15.34,179.7,10.62,15.122,117.2,0
77.72,1.126,22.27,0.29,3.519,29.94,6052.8,3.16,0.0115,14.97,186.0,11.89,14.996,120.7,0
78.46,0.416,21.64,0.44,3.525,30.3,6004.2,2.94,0.0108,15.08,184.2,10.54,15.008,122.1,1
78.9,0.932,22.4,5.17,3.468,31.23,6236.1,1.81,0.0123,15.11,160.5,13.91,14.978,122.7,1
73.5,1.732,22.51,0.61,3.547,30.36,5945.6,5.75,0.0114,14.39,184.3,11.51,14.422,116.9,1
79.1,0.427,21.77,0.51,3.524,30.46,5937.3,3.04,0.0212,13.53,182.7,11.58,15.104,114.3,0
78.23,1.102,22.04,0.59,3.535,29.21,5912.9,1.26,0.0033,15.38,188.5,11.04,15.139,119.4,1
77.93,0.965,21.75,0.31,3.568,31.26,6109.0,2.56,0.0167,15.55,186.3,10.96,14.941,119.1,0
78.25,1.198,21.34,0.65,3.515,27.93,5944.4,1.78,0.0098,15.24,179.4,12.45,15.065,119.0,0
75.4,1.267,21.87,0.15,3.504,29.32,6123.3,2.1,0.032,14.99,180.0,11.98,15.106,121.2,0
76.11,0.029,22.68,0.39,3.537,28.88,5959.3,1.58,0.0027,14.99,184.8,11.7,15.04,121.9,0
76.46,2.166,22.22,1.22,3.51,29.51,5936.8,8.85,0.0084,15.52,180.2,10.8,14.995,124.3,1
79.61,0.327,22.28,3.1,3.478,29.52,6005.0,4.77,0.0096,14.74,143.1,11.9,14.999,123.0,1
78.01,1.06,21.64,0.26,3.516,28.02,5993.1,2.36,0.017,15.22,181.2,12.68,14.799,119.4,0
76.5,1.413,22.1,0.05,3.461,29.13,5976.0,2.68,0.0243,15.16,185.1,11.64,14.955,117.8,0
77.19,1.504,22.06,0.39,3.475,30.69,6059.9,2.45,0.0061,15.17,178.7,12.29,14.867,122.0,0
77.39,1.087,21.72,0.09,3.474,29.64,6101.8,3.16,0.0334,14.78,184.2,11.61,14.897,119.2,0
80.59,1.446,21.92,3.9,3.535,29.33,6005.6,6.92,0.0322,15.07,151.1,11.97,14.849,118.2,1
84.12,0.86,21.45,0.67,3.656,29.13,6169.6,2.08,0.0011,14.85,187.5,15.18,15.232,117.6,1
77.68,1.198,22.01,0.17,3.56,29.78,6184.9,2.34,0.0067,14.88,176.1,10.47,14.983,117.5,0
78.43,1.237,21.5,0.54,3.504,30.15,6067.0,2.18,0.0109,14.49,185.0,11.38,14.943,118.7,0
78.71,0.355,21.71,0.48,3.523,30.22,5984.3,2.11,0.0142,15.46,143.6,15.91,14.937,119.7,1
77.39,0.781,21.86,0.07,3.476,29.64,5924.7,1.85,0.0333,15.01,187.1,11.5,15.086,118.8,0
84.23,0.937,21.97,3.09,3.523,30.02,6018.8,1.95,0.0051,14.49,162.5,12.54,14.855,112.6,1
82.15,1.011,22.16,0.15,3.565,30.76,6017.9,2.58,0.0181,15.08,179.0,12.87,14.843,119.1,0
78.95,0.204,21.49,0.37,3.505,28.94,6162.8,2.96,0.0026,15.38,186.8,11.83,15.128,122.7,0
77.42,1.695,22.41,0.43,3.485,30.79,6081.6,2.5,0.0003,14.96,177.6,10.87,15.089,117.8,0
78.05,0.589,21.33,0.69,3.48,30.1,5795.6,2.08,0.0048,15.19,176.3,11.66,15.003,115.9,0
82.01,0.478,21.21,0.5,3.574,31.87,6164.6,1.1,0.0365,14.25,178.4,11.88,14.931,119.8,0
76.76,1.214,23.13,0.81,3.487,29.96,6038.0,2.21,0.0028,14.96,182.9,11.95,14.986,123.8,0
77.64,2.688,22.17,0.12,3.657,30.99,5809.6,2.18,0.0141,15.08,177.3,15.12,14.851,118.6,0
81.42,0.64,21.53,0.13,3.45,28.25,5755.0,2.02,0.0061,15.18,178.4,12.84,15.079,120.7,0
80.75,0.749,22.49,0.06,3.49,31.69,6206.8,3.33,0.0065,15.04,181.3,11.94,15.005,116.8,0
79.08,1.148,22.17,0.01,3.459,29.97,5971.0,5.84,0.013,15.02,148.0,11.38,15.574,118.8,1
77.84,0.877,22.18,0.47,3.515,29.8,5774.7,2.16,0.0048,15.21,181.4,11.93,14.861,119.3,0
78.71,0.433,21.63,0.15,3.492,27.1,5919.2,1.96,0.0272,14.72,179.5,10.83,15.084,115.9,0
80.94,0.652,21.6,4.25,3.661,32.24,5841.4,3.24,0.0137,14.96,148.3,11.55,14.409,122.7,1
77.45,0.249,22.2,0.57,3.399,31.46,6059.3,3.14,0.0049,15.09,181.2,11.89,15.037,118.4,0
76.65,0.652,21.54,0.34,3.509,29.03,6048.3,2.21,0.0003,14.95,190.5,11.48,15.039,120.8,0
75.81,1.099,21.34,0.29,3.412,27.21,6049.0,1.89,0.0004,14.57,178.4,11.18,15.019,120.0,0
77.7,0.748,22.14,0.47,3.486,29.73,5627.4,1.32,0.0324,15.16,189.6,11.03,15.104,118.1,0
77.51,1.043,22.45,0.57,3.553,30.7,5883.5,1.99,0.0182,15.18,184.1,11.5,15.086,122.9,0
77.16,2.924,21.85,3.49,3.523,29.42,5982.4,2.57,0.0308,14.57,188.2,14.19,15.6,119.0,1
79.61,0.693,21.79,0.8,3.544,30.43,5960.6,2.96,0.0292,14.79,191.3,11.01,14.723,120.2,0
78.28,2.367,21.6,0.11,3.464,30.28,5952.4,1.46,0.015,14.73,138.3,11.44,15.489,115.8,1
76.74,0.591,22.19,0.73,3.482,30.3,5932.5,8.7,0.027,15.41,189.3,12.22,14.521,118.7,1
80.06,1.486,22.3,0.49,3.494,30.41,5949.9,4.94,0.0356,15.56,147.8,11.03,15.135,119.5,1
76.97,1.383,21.18,0.14,3.485,28.46,5917.0,1.83,0.0214,15.06,181.9,11.08,15.028,120.3,0
79.52,3.636,22.14,4.02,3.706,29.7,5944.8,2.2,0.0004,15.14,180.6,11.0,15.1,121.0,1
76.2,0.794,22.43,4.24,3.461,30.24,6017.3,3.01,0.0088,14.95,150.8,11.64,15.037,119.6,1
77.8,0.866,21.95,0.07,3.453,32.64,6169.3,1.74,0.0081,15.23,193.3,12.11,14.993,127.1,1
77.97,0.469,21.38,0.95,3.559,31.34,6195.3,1.4,0.0268,15.48,180.3,12.34,15.039,121.7,0
77.49,0.872,22.0,0.91,3.555,29.14,5929.9,2.85,0.0108,15.69,175.2,12.03,15.162,119.0,0
73.98,0.584,21.88,0.45,3.492,29.54,5872.3,2.72,0.0095,14.61,183.8,11.84,15.015,121.1,1
76.07,0.499,22.21,0.8,3.497,30.32,6076.2,2.64,0.0146,14.66,189.1,11.89,15.124,122.1,0
77.78,1.114,21.63,0.39,3.508,30.11,6012.7,3.23,0.002,15.2,185.7,12.92,14.749,122.3,0
79.21,1.088,22.03,0.35,3.519,29.49,6130.0,2.98,0.0154,14.96,176.3,11.3,15.038,119.0,0
78.07,0.934,22.08,1.3,3.527,30.55,6053.0,1.91,0.0065,15.2,185.3,11.37,15.031,118.2,0
78.14,1.254,21.7,1.25,3.484,30.13,5937.5,3.48,0.0132,14.59,179.9,11.59,14.946,117.0,0
79.62,0.775,21.33,0.32,3.461,29.21,6258.0,2.51,0.0083,14.25,184.1,11.95,15.002,123.4,1
75.77,1.124,22.71,0.43,3.454,30.04,5987.9,1.98,0.0164,14.04,182.0,11.78,14.961,117.3,0
77.47,0.732,21.85,0.07,3.431,31.2,5939.7,2.53,0.0101,15.37,180.1,11.86,15.023,118.3,0
79.12,0.427,21.58,0.51,3.44,32.15,5998.6,1.94,0.012,15.62,189.0,12.64,15.125,117.7,0
76.81,2.725,22.99,3.51,3.499,29.84,5928.2,6.55,0.0072,15.08,185.2,14.74,15.31,120.1,1
75.6,0.404,22.84,0.53,3.509,30.01,6331.9,2.55,0.0185,14.49,185.0,12.18,15.029,119.2,0
76.62,1.643,21.22,0.27,3.535,31.04,5952.4,2.48,0.0047,14.71,185.4,11.69,15.006,118.1,0
73.57,1.227,22.04,0.18,3.522,29.86,5959.1,1.89,0.0324,14.5,185.2,11.37,15.076,121.9,0
80.5,0.964,21.54,0.3,3.52,29.58,6149.9,1.92,0.0054,15.19,177.6,11.74,14.869,124.8,0
79.44,0.935,21.65,0.17,3.522,28.43,5974.6,1.24,0.0171,15.2,184.7,11.95,15.15,120.1,0
76.57,2.519,21.98,3.61,3.57,30.02,6150.4,2.88,0.0084,14.64,184.7,12.76,14.95,118.9,1
81.09,0.417,22.14,0.0,3.528,30.13,6064.6,0.99,0.0217,14.35,183.1,12.14,14.978,122.7,1
79.82,0.704,21.59,0.06,3.484,29.66,6023.8,2.08,0.0238,15.03,183.4,11.75,14.96,121.3,0
79.31,1.348,22.42,0.39,3.54,29.59,5979.2,2.79,0.0021,14.67,189.3,11.35,15.091,123.6,0
77.87,0.647,21.8,0.96,3.513,30.42,5966.6,1.84,0.0139,14.55,184.5,11.47,14.934,117.7,0
78.58,0.886,22.15,0.6,3.518,29.48,6333.5,2.39,0.0157,14.4,174.7,11.76,14.924,118.0,0
77.32,1.355,21.32,0.22,3.666,29.0,6013.4,5.6,0.0304,15.41,153.2,12.03,14.876,117.5,1
79.09,0.941,22.75,0.04,3.615,29.23,5843.3,3.19,0.0222,14.91,184.2,11.8,14.915,122.2,0
81.49,0.778,22.18,0.7,3.481,30.67,5882.0,1.94,0.0191,14.51,187.3,11.95,15.055,125.2,0
77.36,0.647,22.87,2.77,3.496,29.94,5844.9,1.79,0.0142,14.16,176.9,15.25,14.939,121.5,1
71.89,2.409,21.4,4.46,3.497,29.68,5984.9,2.17,0.0006,15.2,137.7,12.32,15.106,123.6,1
78.18,1.092,21.56,0.19,3.471,30.72,5869.8,2.59,0.0089,15.29,178.6,11.58,14.886,121.9,0
74.56,0.787,21.89,0.57,3.558,30.53,6097.2,1.06,0.0154,15.29,186.7,12.72,15.02,114.7,0
75.09,0.837,21.98,4.94,3.449,30.2,6060.0,2.82,0.0389,14.67,154.4,11.79,15.012,119.1,1
78.21,0.658,22.24,0.74,3.524,29.4,6015.7,2.22,0.0007,14.95,180.1,12.04,14.861,118.7,0
76.2,0.506,21.33,0.55,3.592,32.12,5963.1,3.04,0.0143,15.9,181.3,12.11,15.158,120.8,1
74.25,0.897,21.83,0.34,3.659,30.6,5926.6,4.38,0.012,15.37,179.5,11.44,14.316,119.5,1
76.2,1.524,22.24,0.25,3.495,29.81,5964.9,2.72,0.0159,14.82,179.5,12.02,14.857,122.4,0
78.36,2.452,21.82,4.06,3.558,30.33,5833.4,1.33,0.0029,14.74,173.9,14.35,15.695,122.3,1
78.25,0.816,21.55,0.78,3.465,29.6,5964.0,3.17,0.0042,14.43,187.7,12.17,14.819,120.9,0
79.99,1.187,21.36,0.45,3.503,32.2,6152.3,2.44,0.0117,15.01,178.7,11.65,14.975,119.0,0
76.12,1.25,22.0,0.8,3.59,30.08,6013.0,1.67,0.0072,14.85,184.3,11.13,15.104,126.2,0
79.05,0.907,21.73,0.11,3.43,29.33,5926.9,1.41,0.0361,15.1,182.1,11.78,15.088,122.4,0
80.19,2.329,22.06,4.08,3.447,29.82,5969.2,2.1,0.0322,14.68,145.9,12.03,14.384,118.6,1
77.92,0.873,21.97,0.68,3.516,28.64,6000.7,2.47,0.0144,14.93,185.4,11.21,14.887,118.8,0
78.51,1.674,22.15,0.25,3.553,28.99,6012.6,0.77,0.0303,14.66,185.5,11.9,14.933,116.2,0
78.67,0.931,21.61,0.31,3.437,29.07,5996.7,2.63,0.0077,15.2,185.7,11.78,14.983,119.2,0
79.44,1.607,21.88,0.66,3.52,29.94,5700.8,2.04,0.0197,14.95,187.1,11.47,14.868,118.7,0
76.63,0.609,21.76,0.12,3.527,30.42,6127.5,2.26,0.0116,15.64,176.8,11.09,15.022,122.9,0
77.95,3.838,22.26,0.51,3.674,30.6,5839.3,2.32,0.0049,15.38,180.7,11.76,15.198,120.5,1
78.0,0.775,21.86,1.0,3.512,31.76,5868.8,2.18,0.0098,15.37,176.7,11.47,15.075,124.6,0
80.52,1.142,22.46,0.56,3.469,29.2,5810.3,2.04,0.0219,14.43,174.7,11.78,15.036,119.2,0
77.83,0.516,22.46,0.22,3.464,30.4,6085.7,1.59,0.0274,15.13,185.6,10.85,15.007,118.8,0
81.59,0.888,22.05,0.51,3.512,27.46,6084.1,3.03,0.0207,14.96,183.4,12.25,14.944,122.2,0
79.64,1.391,22.24,0.91,3.48,30.48,6075.6,1.39,0.0061,14.29,175.2,11.29,14.692,119.7,0
76.48,1.217,21.98,0.28,3.449,30.64,5894.9,1.18,0.0036,15.1,191.6,12.08,14.886,119.4,0
77.2,0.74,21.45,0.18,3.488,28.58,6195.4,2.74,0.0368,14.4,183.7,11.32,14.848,123.4,0
77.63,1.237,21.63,0.2,3.525,30.51,6069.9,2.85,0.0158,15.46,178.8,12.7,15.087,121.1,1
75.67,0.98,22.52,0.11,3.546,31.13,5989.3,2.03,0.0155,14.64,167.8,12.05,14.88,122.0,1
75.89,2.186,21.58,0.7,3.646,29.09,6065.8,5.3,0.0035,14.48,182.5,12.05,14.958,118.9,1
77.77,1.463,22.02,0.06,3.651,30.25,5938.3,4.43,0.0192,15.28,185.7,11.76,14.875,120.8,1
78.01,0.813,21.7,0.33,3.511,30.11,5905.1,2.33,0.0146,14.91,189.2,12.34,14.739,122.9,0
77.39,0.785,21.67,0.02,3.517,28.91,6061.3,2.46,0.0333,15.55,178.7,10.63,15.001,124.4,0
77.82,0.504,21.88,0.25,3.469,29.79,5812.1,2.2,0.0282,15.34,175.5,10.62,14.823,122.7,0
77.01,0.686,21.72,0.54,3.512,28.76,5914.3,2.35,0.0151,14.85,179.0,12.61,15.019,123.7,0
76.74,0.954,21.77,0.63,3.529,26.58,5833.9,2.16,0.0338,15.38,187.7,11.98,15.165,117.8,0
76.23,1.201,22.01,0.42,3.442,29.45,6103.8,2.67,0.0112,15.0,181.5,11.62,15.142,116.2,0
78.35,1.28,22.81,0.43,3.496,29.58,6032.5,2.71,0.0107,15.42,182.3,12.55,14.897,120.0,0
77.34,1.468,21.88,5.01,3.382,31.68,6107.6,2.35,0.0073,14.82,189.6,14.23,14.389,119.9,1
78.77,0.933,21.69,3.08,3.667,29.36,5681.7,1.47,0.0369,15.28,185.7,14.33,14.457,119.8,1
77.66,1.316,22.06,0.57,3.538,29.49,6088.7,1.66,0.0262,15.35,192.6,12.29,14.895,122.8,0
76.21,1.769,22.12,2.75,3.266,30.65,6147.2,2.41,0.0224,15.47,178.4,11.36,14.993,118.2,0
77.2,0.997,22.03,0.41,3.47,30.97,6072.9,2.09,0.0216,14.32,179.1,10.84,14.953,118.9,0
81.66,2.733,21.39,0.59,3.34,30.18,6169.0,2.48,0.0018,15.54,180.0,12.02,15.05,118.7,1
77.48,0.595,21.56,0.02,3.484,30.22,5969.1,2.69,0.0282,15.33,177.6,11.3,15.194,125.6,0
82.49,2.81,22.13,0.23,3.515,27.82,6053.5,5.74,0.0356,14.64,147.3,12.37,14.903,115.5,0
74.91,1.707,22.26,0.04,3.433,29.25,5816.4,1.36,0.0206,14.44,186.0,11.87,14.915,119.5,0
72.13,2.087,21.32,4.47,3.484,28.9,5939.5,2.68,0.0019,15.48,190.5,14.26,14.894,121.7,1
78.49,0.994,22.19,0.71,3.5,30.16,6060.9,1.74,0.0183,14.91,138.7,14.62,14.428,121.4,0
77.64,1.199,20.96,0.96,3.518,30.44,6029.3,2.69,0.001,15.45,187.1,12.32,15.1,117.4,1
76.33,0.903,21.68,0.99,3.519,29.26,6126.1,2.53,0.0193,15.53,181.6,11.89,14.897,119.1,0
80.72,1.398,21.25,0.61,3.476,29.8,6054.4,3.04,0.0042,14.52,186.0,12.07,15.1,120.7,0
79.47,0.572,22.33,0.59,3.496,30.58,5923.0,0.84,0.0078,15.48,191.6,12.37,15.106,119.1,0
78.87,0.783,21.85,0.2,3.471,32.16,6203.6,1.78,0.0247,15.05,186.0,11.13,14.914,118.6,0
78.51,0.75,21.88,1.0,3.54,31.41,5798.0,1.91,0.0083,14.58,182.3,12.2,14.983,118.3,0
76.74,1.283,22.15,0.31,3.497,28.5,6156.9,1.3,0.0356,15.17,178.6,12.04,14.914,117.0,0
78.93,1.391,21.78,0.36,3.494,30.27,6033.2,2.57,0.0265,15.11,179.9,11.37,14.928,120.7,0
72.55,2.231,22.18,2.7,3.452,29.8,6281.4,5.64,0.001,15.83,181.7,11.89,15.162,119.7,1
76.95,0.997,21.84,0.46,3.496,30.17,5811.2,2.32,0.0267,14.72,181.8,12.06,15.142,117.3,0
71.88,2.423,22.15,0.76,3.5,30.24,6020.3,2.58,0.0071,14.69,187.8,13.57,14.857,120.9,1
78.62,1.054,22.13,0.71,3.57,28.41,5999.0,1.65,0.0114,15.15,177.5,10.82,15.026,120.8,0
76.34,0.632,21.92,0.0,3.495,28.84,6190.0,2.33,0.0114,14.28,181.0,11.42,14.912,123.1,0
79.3,0.673,22.11,0.05,3.451,32.26,6079.6,2.5,0.014,15.18,179.6,12.26,14.933,123.4,0
72.93,1.077,22.02,0.74,3.409,29.79,5989.1,0.89,0.0164,15.34,158.6,12.03,14.994,122.4,1
83.05,2.345,21.91,0.71,3.433,30.25,5826.7,2.12,0.0436,15.37,177.6,12.72,15.661,120.4,1
79.36,2.263,22.55,0.02,3.696,31.06,5982.1,2.89,0.0148,14.91,157.1,16.05,14.714,120.8,1
78.04,0.969,22.31,0.25,3.519,29.62,5934.4,1.91,0.017,15.22,179.3,10.53,14.978,119.8,0
76.2,0.862,21.52,0.24,3.5,30.81,6048.3,1.81,0.0154,14.92,183.0,11.44,15.205,118.4,0
77.2,1.1,22.0,0.17,3.537,30.42,5915.6,1.73,0.0152,14.4,187.7,11.39,15.089,122.6,0
76.42,1.229,21.78,0.08,3.576,28.48,5921.7,2.91,0.018,15.22,193.0,11.93,15.112,121.0,0
77.82,1.062,22.04,0.64,3.502,31.09,6247.5,2.56,0.017,14.81,182.9,12.06,15.134,120.9,0
82.57,0.72,22.02,0.09,3.505,30.42,5983.5,1.75,0.0045,14.5,173.7,12.14,15.02,119.6,0
79.32,0.918,22.16,0.02,3.513,29.52,5898.7,3.23,0.006,15.36,175.6,12.02,14.918,127.8,0
76.75,0.871,22.45,0.39,3.481,29.1,5963.5,2.1,0.0155,14.83,185.7,12.29,14.928,121.3,0
78.38,0.301,22.01,0.79,3.512,30.01,6016.0,2.41,0.0015,15.17,180.6,11.71,14.836,116.8,0
82.59,2.89,22.36,0.44,3.475,30.43,6080.5,2.24,0.0063,14.89,172.4,15.59,14.986,123.0,1
76.62,1.049,22.35,0.62,3.505,28.65,6087.2,1.62,0.0265,14.55,190.4,12.01,14.988,121.2,0
75.49,0.901,21.81,0.22,3.496,30.9,6157.7,2.32,0.0076,15.44,181.4,11.74,15.029,115.0,0
79.68,1.038,22.41,0.54,3.508,29.81,6073.6,1.58,0.006,15.58,182.6,11.87,15.097,122.6,0
76.69,2.79,22.0,0.7,3.659,31.09,6097.4,2.56,0.0172,15.51,185.4,12.21,15.474,117.3,1
79.25,0.405,21.78,0.28,3.582,30.37,6047.2,2.95,0.0276,14.9,193.0,11.63,15.332,118.7,0
76.65,0.857,22.09,0.22,3.445,29.67,5898.7,1.98,0.0152,14.92,179.1,12.18,15.043,119.9,0
